string0,string1
McConnell Valdes Llc,McConnell Valdes PLLC
Natl Assn of Optometrists & Opticians,NATL ASSN OF OPTOMETRISTS AND OPTICIANS
NAAA-ADC Inc,NAAA-ADC INC
Ratner School,RATNER SCHOOL
JBG Companies,The JBG Companies
Brown-Forman Corp,Brown-Forman Corporation
Information Services Handling,INFORMATION SERVICES HANDLING
Digital Receiver Technology,"Digital Receiver Technology, Inc."
SSL LLC,"SSL MDA HOLDINGS, INC."
Pioneer Vav,"PIONEER VAV, INC"
Reckitt Benckiser Plc,Reckitt Benckiser
Agrium US,AGRIUM U S INC
National Assn of Home Builders,The National Association of Home Builders
"La Paz County, AZ","La Paz County, Arizona"
American Institute of Aeronautics & Astronautics,AMERICAN INSTITUTE OF AERONAUTICS AND ASTRONAUTICS
Shirlington Limousine & Transportation,"SHIRLINGTON LIMOUSINE & TRANSPORTATION, INC"
"City of Grass Valley, CA",CITY OF GRASS VALLEY CA
El Dorado Irrigation District,EL DORADO IRRIGATION DIST
Bannerman & Assoc,BANNERMAN & ASSOC
"Ivancic, Joanne",Joanne Ivancic
Due Process Institute,DUE PROCESS INSTITUTE
McCarthy & Speaks Strategic Solutions,"MCCARTHY STRATEGIC SOLUTIONS, LLC formely McCarthy & Speaks Strategic Solutions, LLC"
"Sanderson, Jeppensen",JEPPESEN SANDERSON
Tigercomm,Tigercomm LLC
Cinergy Corp,CINERGY CORP
"Coffield, Walter M",Walter m Coffield
Merck & Co,MERCK
Comprehensive Blood & Cancer Center,Comprehensive Blood and Cancer Center
Water Strategies LLC,"Water Strategies, LLC"
SC Johnson & Son,"JOHNSON & SON, S C"
"Metropolitan Government of Davidson County, TN","Metropolitan Government of Davidson County, Tennessee"
"Marion County, OR",MARION COUNTY OREGON
Digimarc Corp,DIGIMARC CORPORATION
US Beet Sugar Assn,U.S. Beet Sugar Association
Aerospace & Flight Test Radio Coord Cmte,Aerospace & Flight Test Radio Coordinating Council
Chelsea Therapeutics,"Chelsea Therapeutics, Inc."
Association for Career & Technical Education,ASSOCIATION FOR CAREER AND TECHNICAL EDUCATION
Microbran Products,MICROBAN PRODUCTS CO
MRE-Holding AS,MRE-HOLDINGS AS
Natl Assn for the Support Long Term Care,National Association for the Support of Long term Care
Brian O Foy LLC,"Brian O. Foy, LLC"
National Assn of Software & Services Companies,NASSCOM- NATL ASSN OF SOFTWARE & SERVICES COS
Coca-Cola Co,COCA-COLA
"Gray, Geoffrey P",Geoffrey P. Gray
Trinity International Univ,Trinity International University
Bowie State University,BOWIE STATE UNIVERSITY
Alliance Quality Imp & Patient Safety,Alliance for Quality Improvement and Patient Safety
Instinet Corp,INSTINENT
Qwest Communications,"QWEST COMMUNICATIONS INTERNATIONAL, INC."
American Exploration & Mining Assn,AMERICAN EXPLORATION AND MINING ASSOCIATION
Univision Communications,Univision Communications Inc.
Orchard Development Group,ORCHARD DEVELOPMENT GROUP LLC
US Travel Assn,U S TRAVEL ASSOCIATION
Summit Water Distribution,Summit Water Distribution Company
US Sugar,U.S. Sugar Corporation
Spangler Strategic Advisors,"Spangler Strategtic Advisors, LLC"
"City of Grove City, OH","City of Grove City, Ohio"
Broadmark Capital,Broadmark Capital LLC
Orange Line Development Authority,ORANGE LINE DEVELOPMENT AUTHORITY
Archinoetics Llc,ARCHINOETICS
Roetzel & Andress,"Roetzel & Andress, LPA"
Deutsche Post World Net,Deutsche Post World Net USA
New York State Assn of Healthcare Providers,"NEW YORK STATE ASSOCIATION OF HEALTH CARE PROVIDERS, INC."
SandRidge Energy,"SandRidge Energy, Inc."
G4S Secure Solutions,WACKENHUT SERTVICES INC
Alliance for Justice,ALLIANCE FOR JUSTICE
Scientific Fishery Systems,SCIENTIFIC FISHERY SYSTEMS
"Haltzel, Michael H",Michael H. Haltzel
Crane Group,CRANE GROUP
Top Cat Marine Security,"TOP CAT MARINE SECURITY, INC."
Seminole Nation Development Authority,SEMINOLE NATION DEVELOPMENT AUHTORITY
Consorta Inc,"CONSORTA, INC."
Rex Systems,Rex Systems Incorporated
Florida Dept of Agriculture,FLORIDA DEPT OF AGRICULTURE
Bad River Band of Lake Superior Chippewa,BAD RIVER BAND OF LAKE SUPERIOR CHIPPEWA
"City of Baton Rouge, LA",CITY OF BATON ROUGE
Metal Foundations,"Metal Foundations, LLC"
American College of Nurse-Midwives,AMERICAN COLLEGE OF NURSE MIDWIVES
Blinded Veterans Assn,Blinded Veterans Association
Avis Rent-A-Car,AVIS RENT-A-CAR SYSTEM INC
Pyne Companies,PYNE COMPANIES LTD
Natl Assn of State & Local Equity Funds,National Association of State and Local Equity Funds
"Town of Marana, AZ",Town of Marana
Benjamin Moore & Co,BENJAMIN MOORE & CO
"Kramer, Levin et al",Kramer Levin Naftalis & Frankel LLP
Garmin International,"Garmin International, Inc"
MML&K Government Solutions,MML&K GOVERNMENT SOLUTIONS
Edens Advisory,EDENS ADVISORY LLC
YWCA Greater Cleveland,YWCA of Greater Cleveland
Rosenberg Policy Assoc,Rosenberg Policy Associates
Association of Food Industries,ASSN OF FOOD INDUSTRIES
Edenspace Systems,EDENSPACE SYSTEMS CORP
US Hop Industry Plant Protection Cmte,US HOP INDUSTRY PLANT PROTECTION COMMITTEE
"Baynard, Ernest C IV",MERIDIAN HILL STRATEGIES
New England Development,NEW ENGLAND DEVELOPMENT
Peter Kiewit & Sons,"KIEWIT SONS, PETER"
"City of Monticello, IN",CITY OF MONTICELLO INDIANA
"City of St Cloud, FL","CITY OF SAINT CLOUD, FL"
International Assn of Equine Dentistry,International Association of Equine Dentistry
Working in Support of Education,WORKING IN SUPPORT OF EDUCATION
"City of Orlando, FL",City of Orlando
A Say Inc,A Say Inc.
Process Energy Solutions,PROCESS ENERGY SOLUTIONS
Personal Enrichment/Mental Health Svcs,PERSONAL ENRICHMENT THROUGH MENTAL HEALTH SERVICES INC
DeBeers Consolidated Mines,DEBEERS CONSOLIDATED MINES LTD
Eastern Shipbuilding Group,"Eastern Shipbuilding Group, Inc."
"City of Downey, CA",CITY OF DOWNEY
Carondelet Health System,CARONDELET HEALTH SYSTEM
Quaker Oats,QUAKER OATS CO
Emergency Steel Scrap Coalition,EMERGENCY STEEL SCRAP COALITION
"Chambers, Conlon & Hartwell",CHAMBERS CONLON & HARTWELL
New Mexico Highlands University,NEW MEXICO HIGHLANDS UNIV
North American Equipment Dealers Assn,NORTH AMERICAN EQUIPMENT DEALERS ASSOCIATION
Patagonia Inc,PATAGONIA
Calspan-Univ of Buffalo Research Center,CalSpan
Brown-Forman Corp,Brown-Forman Corporation
Andrew Carnegie Free Library & Music Hall,ANDREW CARNEGIE FREE LIBRARY & MUSIC HALL
Ini Power Systems,INI Power Systems
Strategic Government Advisors,STRATEGIC GOVERNMENT ADVISORS
"Billings, Leon G","BILLINGS, LEON G"
"Pollard, Alfonso McInham","POLLARD, ALFONSO MCINHAM"
Figge Foundation,FIGGE FOUNDATION
Wayne County Community College District,WAYNE COUNTY COMMUNITY COLLEGE DISTRICT
Triserv Alliance LLC,TRISERV ALLIANCE LLC
Liz Robbins Assoc,"ROBBINS ASSOC, LIZ"
"City of Atmore, AL","CITY OF ATMORE, AL"
ESCO Electronics,ESCO ELECTRONICS CORP
Abiomed Inc,"ABIOMED, INC"
Auburn University College of Engineering,"Auburn University, College of Engineering"
Aloha Partners,"Aloha Partners II, L.P."
Monmouth University,MONMOUTH UNIV
"Smith, Clifford",Clifford Smith
Adobe Inc,ADOBE SYSTEMS INCORPORATED
340B Health,340B HEALTH
Universal Wireless Comm Consortium,M2Z NETWORK
Sisters/Charity/Leavenworth Health Sys,SISTERS OF CHARITY OF LEAVENWORTH HEALTH SYSTEM
Printing Industries of America,"PRINTING INDUSTRIES OF AMERICA, INC."
L3 Technologies,"L3 Technologies, Inc."
Crystal Group,CRYSTAL GROUP
American Forest Resource Council,AMERICAN FOREST RESOURCE COUNCIL
Neuse Regional Water & Sewer Authority,NEUSE REGIONAL WATER & SEWER AUTHORITY
American Nursery & Landscape Assn,AMERICAN NURSERY & LANDSCAPE ASSN
SG Biofuels,"SG Biofuels, Inc."
"Petrusa, Richard J",RICHARD J. PETRUSA
St Thomas Aquinas College,St. Thomas Aquinas College
Burnham Developer,BURNHAM DEVELOPER LLC
University of Michigan Medical Center,UNIV OF MICHIGAN MEDICAL CTR
"City of Conyers, GA",CONYERS GA CITY OF
Masco Corp,MASCO
Rails-to-Trails Conservancy,RAILS-TO-TRAILS CONSERVANCY
Lockheed Martin Fairchild Systems,BAE SYSTEMS INFORMATION AND ELECTRONICS INTEGRATION SYSTEMS
"City of Carmel, IN","CARMEL, INDIANA"
International Council of Shopping Centers,"INTERNATIONAL COUNCIL OF SHOPPING CENTERS, INC."
New York Stem Cell Foundation,NEW YORK STEM CELL FOUNDATIN
Curaleaf Inc,"Curaleaf, Inc."
National Collegiate Athletic Assn,National Collegiate Athletic Association
Anyiam-Osigwe Group,ANYIAM-OSIGWE GROUP
Cal Dive International,CAL DIVE INTL
Cigna Corp,CIGNA
Capital District Physicians' Health Plan,"Capital District Physicians' Health Plan, Inc."
Ouachita Parish Police Jurisdiction,OUACHITA PARISH POLICE JURISDICTION
Heartland Consumers Power District,HEARTLAND CONSUMERS POWER DISTRICT
McDermott International,MCDERMOTT INTERNATIONAL INC
EMTEQ Aerospace,EMTEQ AEROSPACE
Baylor Healthcare System,BAYLOR HEALTH CARE SYSTEM
United Keetoowah Band/Cherokee Indians,United Keetoowah Band of Cherokee Indians
CFIDS Assn of America,CFIDS Association of America
Edenspace Systems,"EDENSPACE SYSTEMS, INC"
Federal Health Strategies,FEDERAL HEALTH STRATEGIES
Pheasants Forever,"PHEASANTS FOREVER, INC"
Fabre-Kramer Pharmaceuticals,"Fabre-Kramer Pharmaceuticals, Inc"
Institute of Political Economy,INSTITUTE OF POLITICAL ECONOMY
Mesa Water,MESA WATER CORP
Ross Group,"The Ross Group, LLC"
Hartmarx Corp,Hartmarx
SC Johnson & Son,S.C.JOHNSON
Manitowoc Co,MANITOWOC CO
General Chamber of Commerce Hong Kong,The Hong Kong General Chamber of Commerce
Norstar Development USA,"NORSTAR DEVELOPMENT USA, L.P."
"Polk County, GA","POLK CO, GA"
American West Steamboat Co,AMERICAN WEST STEAMBOAT CO LLC
Hrk Group,HRK GROUP
Southern Strategy Group of N LA,Southern Strategy Group of Northern Louisiana
Combat Medical Systems,"Combat Medical Systems, LLC"
Capitol Children's Museum,CAPITAL CHILDRENS MUSEUM
Skytel Communications,SKYTEL COMMUNICATIONS
American Assn of Blood Banks,AMERICAN ASSN OF BLOOD BANKS
Center on Conscience & War/NISBCO,CENTER ON CONSCIENCE & WAR
National Security Action,NATIONAL SECURITY ACTION
American Ecology Corp,AMERICAN ECOLOGY CORPORATION
Brazos 2020 Vision,"Brazos 2020 Vision, Inc."
Equifax Inc,Equifax Inc.
IFI/Plenum Data Corp,IFI CLAIMS
Intrepid Mining,INTREPID MINING LLC
DT Search & Designs,"DT Search & Designs, LLC"
Intl Foundation for Civil Liberties,INTERNATIONAL FOUNDATION FOR CIVIL LIBERTIES
Guidant Financial Corp,Guidant Financial Group Incorporated
BNSF Railway,BNSF RAILWAY COMPANY
Dropbox Inc,"Dropbox, Inc."
"Markey, Patricia E","MARKEY, PATRICIA E."
Transparency International,TRANSPARENCY INTERNATIONAL E. V.
Ogilvy Government Relations,Ogilvy Governmental Affairs
American Israel Public Affairs Cmte,AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE
AmbioPharm Inc,Ambio
ValueOptions Inc,Value Options
Wayne State University,WAYNE STATE UNIVERSITY
Koch Industries,"KOCH INDUSTRIES, INC."
Vector Group,VECTOR GROUP
Gemalto Inc,GEMALTO
Penske Truck Leasing,PENSKE TRUCK LEASING COMPANY L P
Amazon.com,"Amazon Corporate, LLC"
Center for Inquiry,CENTER FOR INQUIRY OFFICE OF PUBLIC POLICY
American Trucking Assns,ATA
Western Conf of Teamsters Pension Trust,Western Conference of Teamsters Pension Trust
American Health Information Mgmt Assn,American Health Information Management Association
Sds Inc,SDS INC
Cogen Systems,COGEN SYSTEMS INC
"Rooney, Fred B","ROONEY, FRED B."
Juvenile Diabetes Foundation International,JUVENILE DIABETES FOUNDATION
Groupe Danone,Danone
Legacy XXI Institute,LEGACY XXI INSTITUTE
Integrated Energy Solutions,"Integrated Energy Solutions, LLC"
Beztak Companies,BEZTAK COMPANIES
"Port of Benton, WA",PORT OF BENTON WASHINGTON
"City of Minneapolis, MN",CITY OF MINNEAPOLIS
Anschutz Corp,ANSCHUTZ COMPANY
Kansas City Dept of Parks & Recreation,KANSAS CITY DEPT OF PARKS & RECREATION
CryptoSecurities Exchange,CryptoSecurities Exchange LLC
Perrigo Co,Perrigo
Tyson Foods Seafood Division,TYSON FOODS-TYSON SEAFOOD DIVISION
Rickenbacker Port Authority,RICKENBACKER PORT AUTHORITY
Dover Knolls Development Co,"DOVER KNOLLS DEVELOPMENT COMPANY II, LLC"
Vane Brothers,VANE BROTHERS CO
South Carolina Medical Assn,South Carolina Medical Association
Bavarian Nordic,BAVARIAN NORDIC WASHINGTON DC INC
Association of Fundraising Professionals,ASSN OF FUNDRAISING PROFESSIONALS
Core Communities,"CORE COMMUNITIES, L.L.C."
Asociacion Hondurena de Maquiladores,ASOCIACION HONDURENA DE MAQUILADORES
Alliance for Care at the End of Life,Hospice Action Network
Federal Managers Assn,FEDERAL MANAGERS ASSN
Rio Tinto Group,RIO TINTO SERVICES
Thornhill Research,"THORNHILL RESEARCH, INC."
Foamex International,FOAMEX INTL INC
Career Education Corp,Career Education Corporation
American International Group,"American International Group, Inc."
United Airlines-EC-ALPA,United Airlines Pilots Master Executive Council
Ranieri Partners Management,"Ranieri Partners Management, LLC"
Chep USA,CHEP USA
"Verner, Liipfert et al",VERNER LIIPFERT BERNHARD MCPHERSON & HAND
Butte-Silver Bow,BUTTE SILVER BOW
California Lutheran University,CALIFORNIA LUTHERAN UNIV
Rbc Technologies,RBC TECHNOLOGIES
Frontier Oil,FRONTIER OIL CORP
Mesa Water,Mesa Water Inc.
"City of Madison, WI","MADISON, WISCONSIN"
United Phosphorus,"United Phosphorus, Inc."
Norchem Concrete Products,NORCHEM CONCRETE PRODUCTS
Trustees of Purdue University,THE TRUSTEES OF PURDUE UNIVERSITY
East Bay Municipal Utility District,EAST BAY MUNICIPAL UTILITY DIST
Peck Madigan Jones,"Peck, Madigan, Jones & Stewart, Inc."
Oklahoma Dept of Transportation,Oklahoma Department of Transportation
Raytheon Co,RAYTHEON CO
Iridium Satellite,IRIDIUM SATELLITE
Greater LaFourche Port Commission,GREATER LAFOURCHE PORT COMMISSION
Argentum,ARGENTUM
Crowell & Moring,"Crowell & Moring International, LLC"
"Short, Elliott & Hendrickson",SHORT ELLIOT HENDRICKSON INC
Teledyne Brown Engineering,TELEDYNE BROWN
Dubai Ports World,DP WORLD
Golden Ventures,GOLDEN LIVING
RAND Corp,The RAND Coporation
Camber Property Group,Camber Property Groupac
US Chamber of Commerce Global Intel Prop,US Chamber of Commerce -- Global Intellectual Property Center
Aegis Defence Services,AEGIS DEFENCE SERVICES LTD.
Omaha Mayor's Office,MAYOR OF OMAHA NE
International Advisory Services Group,"INTERNATIONAL ADVISORY SERVICES GROUP, LTD."
National Federation of Independent Business,NFIB
Olsten Corp,OLSTEN HEALTH SERVICES
Glanbia Foods,"GLANBIA, INC."
Cepheid Inc,CEPHEID
"City of Santa Monica, CA",CITY OF SANTA MONICA
McVey Co Investment,"McVey & Co. Investments, LLC"
Nomura Holding America,"Nomura Holding America, Inc."
"Foreman, Dennis I",Mr. Dennis Foreman
Seton Healthcare Family,Seton Healthcare Network
DNV Healthcare,"DNV HEALTHCARE, INC"
"Musante, Michael",Mr. Michael Musante
TerraPower LLC,"TerraPower, LLC"
Father Santana Fdtn,The Father Santana Foundation: Faith in Action
Defense Administrative Judges Prof Assn,DEFENSE ADMINISTRATIVE JUDGES PROFESSIONAL ASSOCIATION
National Alliance on Mental Illness,NATIONAL ALLIANCE ON MENTAL ILLNESS
RDR Inc,RDR INC
HP Inc,Hewlett-Packard Company
Geotek Communications,GEOTEK COMMUNICATIONS
Procter & Gamble,PROCTER & GAMBLE CO
California Assn of Winegrape Growers,California Association of Winegrape Growers
Western Digital,Western Digital Corporation
Semprus BioSciences,"Semprus BioSciences, Inc."
Mace Security International,"Mace Security International, Inc."
US Business & Industry Council,UNITED STATES BUSINESS AND INDUSTRY COUNCIL
Keybridge Communications,KEYBRIDGE COMMUNICATIONS LLC
Truck Trailer Manufacturers Assn,Truck Trailer Manufacturers Association
ZirMed Inc,"ZirMed, Inc."
Meals on Wheels Assn of America,"Meals On Wheels Association of America, Inc."
California Space Authority,CALIFORNIA SPACE AUTHORITY
Wonderful Co,The Wonderful Company LLC
Standard Register Corp,Standard Register Corporation
West Orem Group,WEST OREM GROUP
Alliance for a Stronger FDA,Alliance for a Stonrger FDA
US Naval Institute,U S NAVAL INSTITUTE
iUNU Inc,iUNU Inc.
Electrification Coalition Alliance,ELECTRIFICATION COALITION ALLIANCE
L&M Transportation Services,L & M TRANSPORTATION SERVICES
Cogent Healthcare,COGENT HEALTHCARE INC
Midatlantic Laborers Employers Coop/Educ,ORANGE COUNTY BUILDING & CONSTRUCTION TRADES COUNCIL
US Tuna Boat Owners Coalition,U S TUNABOAT OWNERS COALITION
Wyman-Gordan Co,WYMAN-GORDON
International Wood Products Assn,INTL WOOD PRODUCTS ASSN
Touro College,TOURO COLLEGE
FLIR Systems,"FLIR SYSTEMS, INC"
Romero Institute,The Romero Institute
Grand Canyon Trust,The Grand Canyon Trust
Barclays,Barclays US GPF Inc.
American Housing Initiative Program,AMERICAN HOUSING INITIATIVE PROGRAM
Adelos Inc,"Adelos, Inc."
Rompetrol Group,ROMPETROL GROUP
"Portland, OR","PORTLAND, OREGON"
McMillan Metro PC,McMillan Metro P.C.
Puerto Rico Federal Affairs Admin,PUERTO RICO FEDERAL AFFAIRS
Cephalon Inc,CEPHALON INC
"Sisk, John","SISK, JOHN"
Astellas US Technologies,ASTELLAS U S TECHNOLOGIES
Lockridge Grindal Nauen PLLP,LOCKRIDGE GRINDAL NAUEN PLLP
Gallaudet University,GALLAUDET UNIV
JK&L Inc,J K & L Inc.
St Mary's Medical Center,ST. MARY MEDICAL CENTER
Taser International,"TASER International, Inc."
School Board of Broward County,SCHOOL BOARD OF BROWARD COUNTY
LiLUNA Training & Education Fund,LABORERS-AGC EDUCATION & TRAINING FUND
Olive Group North America,"OLIVE GROUP NORTH AMERICA, LLC"
Featherlite Inc,FEATHERLITE
Public Affairs Co,Public Affairs Company
United Compounding Management,"United Compounding Management, LLC"
Assn for Home/Hospice Care of N Carolina,ASSN FOR HOME & HOSPICE CARE OF NC
Brennan Group,The Brennan Group
Otter Tail Power,OTTER TAIL POWER CO
"Zobell, Claude E Jr","ZOBELL, CLAUDE E., JR."
National Steel Corp,NATL STEEL
El Dorado County Transp Commission,EL DORADO COUNTY TRANSPORTATION COMMISSION
TechniGraphics Inc,TECHNIGRAPHICS INC
PepsiCo Inc,"PEPSICO, INC"
Community Hospital,COMMUNITY HOSPITAL
Peters Corp,PETERS CORP
Hugo Neu Corp,SIMS HUGO NEU
Dell Inc,DELL COMPUTERS
"Coleman, Ronald D",Ronald Coleman
Crisis Simulations International,"CRISIS SIMULATIONS INTERNATIONAL, LLC"
Intellectual Ventures LLC,Intellectual Ventures
Meadville Medical Center,MEADVILLE MEDICAL CENTER
Shaw Group,SHAN INDUSTRIES
Soros Private Equity Fund,SOROS PRIVATE EQUITY PARTNERS
Anderson International Services,ANDERSON INTL SERVICES LTD
ValueOptions Inc,ValueOptions
Blue Origin,Blue Origin LLC
US Bancorp,US BANCORP
Homeowners Mortgage & Equity Inc,HOMEOWNERS MORTGAGE & EQUITY
ICI Explosives Environmental Co,ICI EXPLOSIVES ENVIRONMENTAL CO
Preferred Communication Systems,PREFERRED COMMUNICATION SYSTEMS
Coalition of Service Industries,COALITION OF SERVICE INDUSTRIES
Bowater Inc,BOWATER
SouthEast Alaska Regional Health Consortium,Southeast Alaska Regional Health Consortium
Crowley Fleck PLLP,"Crowley Fleck, PLLP"
American Maritime Officers,AMERICAN MARITIME OFFICER
Pontifical Catholic Univ of Puerto Rico,PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO
Neighbor to Neighbor Action Fund,NEIGHBOR TO NEIGHBOR ACTION FUND
American Medical Group Assn,AMERICAN MEDICAL GROUP ASSN
University of North Carolina/Chapel Hill,UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL
ATOFINA Chemicals,ARKEMA INC.
Bricklayers Union,INTERNATIONAL UNION OF BRICKLAYERS AND ALLIED CRAFTWORKERS
California Public Emplys Retirement Sys,California Public Employees' Retirement System
Strategic Realty Investments,STRATEGIC REALTY INVESTMENTS LLC
MetroPCS Communications,"MetroPCS Communications, Inc."
Superior Ambulance Service,SUPERIOR AIR-GROUND AMBULANCE SERVICES
Peninsula Hospital Center,PENINSULA HOSPITAL CENTER
MetLife Inc,Metropolitan Life
Fuel Tech Inc,FUEL TECH INC
Greater Miami Tennis Foundation,GREATER MIAMI TENNIS FOUNDATION
Cubic Corp,CUBIC CORP
Enterprise Rent-A-Car,ENTERPRISE RENT-A-CAR
Puerto Rico Federal Affairs Admin,PUERTO RICO FEDERAL AFFAIRS ADMINISTRATION
Ceasefire PA,CeaseFirePA
UtiliCorp United,AQUILA INC
Intentional Software Corp,Intentional Software Corporation
"Buchanan County, MO",BUCHANAN COUNTY-MO
JR Simplot Co,"SIMPLOT CO, J. R."
GKV Assoc of McLean,GKV ASSOCIATES OF MCLEAN LLC
Falcon Waterfree Technologies,FALCON WATERFREE TECHNOLOGIES
Rhoads Group,THE RHOADS GROUP
BioAmber Inc,"BioAmber, Inc."
Toltest Inc,"TOLTEST, INC."
"Gabriel, Jeffrey Jr",Mr. Jeffrey Gabriel Jr
Independence Visitor Center Corp,Independence Visitor Center Corporation
Electric Transportation Co,ELECTRIC TRANSPORTATION CO
Lowe Enterprises,LOWE ENTERPRISES
CJR Group,"The CJR Group, Inc."
Crane Group,The Crane Group
"Hamilton, Charles A",Charles A. Hamilton
US Cmte for the UN Population Fund,US COMMITTEE FOR THE UN POPULATION FUND
