,search_string,name,score
101365,"Trident Ag Products, Inc.",Trident Resources Corp,0.9394007219071902
123955,Beverly Hills Cancer Center,Beverly Hills Bancorp Inc,0.9393976927806499
113026,Employers Insurance Group,Employers Holdings Inc,0.9393916670221769
111126,Pacific University,Pacific Sunwear of California Inc,0.9393703171331966
121585,Newport Pediatrics & Adolescent Medicine,Newport Corp,0.9393342220554751
117707,Solar Technology Inc.,Solar Capital Ltd,0.939295085205269
2258,California Public Utilities Commission,California Pizza Kitchen Inc,0.9392806670388754
111931,Central Valley Law Group,Central Virginia Bankshares Inc,0.9392180340924873
108517,Community Health Programs,Community Health Systems Inc,0.9391972278614338
2275,California Building Industry Association,California Pizza Kitchen Inc,0.9391925262102394
108310,Environmental Researcher & Advocate,Environmental Service Professionals Inc,0.9391886101635066
116123,Community Health Center of Buffalo,Community Investors Bancorp Inc,0.9391828820695844
111373,"Pacific Mortgage Consultants, Inc",Pacific CMA Inc,0.9391585204711073
1,American Dental Association,American Dental Partners Inc,0.9391156010961186
120829,Health Profession,HealthSpring Inc,0.9390154668695474
116981,Western Governors' Association,Western Refining Inc,0.9389870159696915
112314,Extreme Access Solutions,Extreme CCTV Inc,0.9389524266602794
109459,United Natural Food,United Natural Foods Inc,0.9389373984055975
115376,Powder River Basin Resource Council,Powder River Petroleum International Inc,0.9389338736459397
100728,Midwest Coal Ash Association,Midwest Banc Holdings Inc,0.9388908596843045
107801,Environmental Business Council of New England,Environmental Power Corp,0.938889400833191
106366,Western Washington University,Western Digital Corp,0.9388751188850737
2691,Public Lands Council,Publicis Groupe SA,0.9388569097723934
116339,Access Community Health Network,Access to Money Inc,0.9388329379139251
730,Virginia State University,Virgin Mobile USA Inc,0.9387519053906314
101361,"Trident Agricultural Products, Inc.",Trident Resources Corp,0.9387348421945452
120021,First United Secuirty Bank,First United Corp,0.9387322789050021
118763,Advanced Medication,Advanced Medical Optics Inc.,0.9387201909254713
113876,MidSouth Bank,MidSouth Bancorp Inc.,0.9386876620748322
117532,Phoenix VA Health Care System,Phoenix Cos Inc.,0.9386145254421391
100524,New York City Department of Health and Mental Hygiene,New York Community Bancorp Inc.,0.9385243648229584
111945,Central Florida State Bank,Central Valley Community Bancorp,0.9385105760653606
106393,Pacific Organic Seafood Association,Pacific Premier Bancorp Inc,0.9384904325740914
123815,Coor,Coca-Cola European Partners Plc,0.9384897988215446
119843,Vanguard Chapter of Trout Unlimited,Vanguard Short-Term Bond ETF,0.9384808417406157
119206,Allergy Grocer,Allergan Inc.,0.938464945226973
4156,Washington State Department of Agriculture Organic Food Program,Washington Real Estate Investment Trust,0.9384125655688657
103198,South Carolina Fruit,South Carolina Elec & Gas Co,0.9384125549855686
104723,"Alabama Physicians for Life, Inc.",Alabama National BanCorporation,0.9383932220954844
121198,"Williams Clarke Company, Inc.",Williams Scotsman International Inc,0.9383427327550948
105840,Peabody Museum,Peabody Energy Corp,0.938274974833668
112948,"Harry Meyering Center, Inc.",Hartco Inc,0.9382574286551748
104267,Canadian Food Inspection Agency,Canadian Zinc Corp,0.9381662010658279
108096,Enterprise Products,Enterprise Products Partners LP,0.9381075925081146
108407,Physician for Social Responsibility,Physicians Formula Holdings Inc,0.938096338870137
113549,Sherwin Williams Company,Sherwin-Williams Co,0.938085743380203
122761,Archer Daniels Midland,Archer-Daniels-Midland Co,0.9380617762947482
121130,Ottawa Tribe of Oklahoma,Ottawa Bancorp Inc,0.9379868391470869
115824,Progressive Leadership Alliance of Nevada,Progressive Waste Solutions Ltd,0.9379681174815276
117934,Global Wellness and Nutrition,Global Education & Technology Group Ltd,0.9379583353853701
4085,Connecticut State Medical Society,Connecticut Water Service Inc,0.937928949514042
118039,Franklin University,Franklin Universal Trust,0.9379087652618707
123995,Pacific Hosptial of Long Beach,Pacific Biosciences of California Inc,0.9379043135675611
113926,Progressive Agriculture Organization,Progress Energy Resources Corp,0.9378739622803787
117323,Medical Management Solutions,Medical Makeover Corp Of America,0.9378254731223407
1816,"General Aviation Modifications, Inc.",General Motors Co,0.9378111829594588
105813,Express Mortgage Lenders Inc.,ExpressJet Holdings Inc.,0.9378086322103641
104921,Alabama Trucking Association,Alabama Aircraft Industries Inc,0.9377584625973797
105260,University Hospitals Case Medical Ctr,University Bancorp Inc,0.93775673350915
100407,"Continental Micronesia, Inc.",Continental Minerals Corp,0.9377563412252284
115829,Progressive Medical Corporation,Progressive Waste Solutions Ltd,0.9377445718977053
110695,Georgia Poultry Federation,Georgia Power Co,0.9376799065207646
122841,Bryn Mawr Hospital,Bryn Mawr Bank Corp,0.937669790389279
104487,California State Polytechnic University,California Petroleum Transport Corp,0.9376571084139852
104788,Northwest Plant company,Northwest Pipe Co,0.9376081380552254
112233,Taylor Energy Company LLC,Taylor NGL LP,0.9375823010062211
100884,"Williams & Sons Masonry, Inc.",Williams Cos Inc.,0.9375652242623567
123961,Allegheny General Hospital,Allegheny Energy Supply Co LLC,0.9375357407806872
119619,Questar Gas Company,Questar Gas Co,0.9374819540956204
123803,North America Neuro-Ophthalmology Society,North American Insurance Leaders Inc,0.937479186851348
114677,Technical System College of Georgia,Technicolor SA,0.9374365160769679
113741,Columbia Falls Chamber of Commerce,Columbia Sportswear Co,0.9374318260560782
101364,"Trident Agricultural Product, Inc.",Trident Resources Corp,0.937421761064203
123819,Alliance of Wound Care Stakeholders,Alliance New York Municipal Income Fund Inc,0.9373482333658845
108522,Community Health Professionals,Community Health Systems Inc,0.9373262462948221
108480,Community Alliance For Global Justice,Community Financial Corp/VA,0.9372803303651537
113924,Progressive Mortgage Corp,Progress Energy Resources Corp,0.9372801264572408
124038,"Pinnacle Health Group, Inc.",Pinnacle Bancshares Inc.,0.9372448463607072
114229,First National Bank or the Rockies,First National Bancshares Inc/SC,0.9372267767075126
120242,Public Access Preservation Assiciation,Public Storage Canadian Properties,0.9371963491812675
104909,Alabama Trucking Assoication,Alabama Aircraft Industries Inc,0.9371838666101726
115287,First Capital Mortgage Corp,First Capital Realty Inc,0.9371516499435852
102430,"Southern States Cooperative, Inc.",Southern Star Resources Inc,0.9371474582888033
108521,Community Health Programs Inc.,Community Health Systems Inc,0.9370367410342598
107209,"Georgia Appalachian Trail Club, Inc.",Georgia Carolina Bancshares,0.9370270850135948
108777,"Business Partners, LLC",Business Objects SA,0.9370143190061401
108093,Ocean Consercancy,Ocean Shore Holding Co,0.9369816357247922
117536,Phoenix Healthcare Solutions,Phoenix Cos Inc.,0.9369341733018604
102919,Florida Prepaid College Board,Florida Power & Light Co,0.9369139785661121
718,Virginia Senate,Virgin Mobile USA Inc,0.9369039818531844
113069,Kentucky Department for Natural Resources,Kentucky First Federal Bancorp,0.9368727329382508
108510,Community HealthCare Association of the Dakotas,Community Health Systems Inc,0.9368600981191904
114542,Pacific Western Bank,Pacific Energy Resources Ltd,0.9368582378459309
110434,TransAmerica Life Insurance,Transamerica Advisors Life Insurance Co,0.9368440600198181
110056,Alaska Community Action on Toxics,Alaska Communications Systems Group Inc,0.9368309922980922
122188,Superior Trees,Super Micro Computer Inc,0.9367806874014318
111540,FAMILY MOTOR COACH ASSOCIATION,Family Room Entertainment Corp,0.9367726023849797
113322,Benchmark Surfacing Solutions,Benchmark Electronics Inc,0.9367696540877866
109380,Brandeis Law School,Barnwell Industries Inc,0.9367479473184372
3156,Southern California Plastering JATC,Southern California Gas Co,0.936710196663821
3069,Blue Ribbon Coalition,Blue Ribbon Income Fund,0.9366686924308129
106334,California Dairy Campaign,California Micro Devices Corp,0.936624849507217
112247,Bankrate company,Bankrate Inc,0.9366189773197621
101032,Portable Pastor,Portrait Innovations Holding Co,0.9365262636658247
118488,Golden Gate Audubon,Golden Enterprises Inc,0.936451301222112
100236,Pennsylvania Office of Rural Health,Pennsylvania Electric Co,0.9364455281597222
100696,Pacific Community Credit Union,PacificNet Inc,0.936427862592515
111456,Central Valley Ag,Central Securities Corp,0.9364190502614608
106171,Washington State Univerisity,Washington Gas Light Co,0.9363918924734952
123269,"Frontier 2000 Mortgage & Loan, Inc.",Frontier Communications Corp,0.936385157839242
111952,Central Valley Escrow Association,Central Valley Community Bancorp,0.9363823318592459
112158,Education Trust of Alaska,Education Realty Trust Inc,0.9363614172385658
106318,California Community Economic Development Association,California Micro Devices Corp,0.9363439500152623
118475,Federal Water Quality Coalition,Federal Screw Works,0.9363220745559403
106369,Western Environmental Law Center,Western Digital Corp,0.936317003300624
104734,General Direction of Basic Industries,General Dynamics Corp,0.9362500416780623
118260,People With Chemical Illness,Peoples-Sidney Financial Corp,0.9362485869424587
120101,Focus Services,Focus Energy Trust,0.9362428334668089
115795,"21st Century, Inc.",21st Century Insurance Group,0.9362263613933863
121193,Barclays Global Investors,Barclays iPath GBP/USD Exchange Rate ETN,0.9362249227385626
124226,Genesis Construction,Genesis Microchip Inc,0.9361724657260718
118160,First Citizens Bank,First Citizens BancShares Inc,0.9361629614633991
108434,Farmers Bank & Capital Trust Co.,Farmers Capital Bank Corp,0.9361539947322929
111215,Center Industries Corp.,Center Financial Corp,0.9361399294338826
122637,Copa Airlines,Coca-Cola Bottling Co Consolidated,0.9361387024568952
107752,Appalachian Center for the Economy and,Appalachian Power,0.936102630285381
110538,Black Hawk College,Black Hawk Exploration Inc,0.9360945025909879
116739,"Global Insight, Inc.",Global 8 Environmental Technologies Inc,0.936034067592687
117401,LightBridge Hospice,Inforte Corp.,0.9358545971273305
120294,Comprehensive Home Holistic Health Care,Comprehensive Care Corp,0.9358273952367412
120181,Marathon Petroleum Company,Marathon PGM Corp,0.9357620784692133
115153,Electronic Frontier Foundation,Electronic Sensor Technology Inc,0.9357135567216086
121259,Markets & Food,Market & Research Corp,0.9355722310253407
3665,MineARC Systems America LLC,Minera Alamos Inc,0.9355344813999384
2735,General Motors Corporation Central Offices,General Motors Financial Co Inc,0.9354941041554851
108703,"Forest Products Research Laboratory, LLC",Forest Laboratories Inc,0.9354699526200574
115750,First Mortgage Corp,First Trust Tax-Advantaged Preferred Income Fund,0.9354459197734912
115019,Central Texas,Central Jersey Bancorp,0.9354431937993671
117795,Landmark Bank,Landmark Bancorp Inc,0.9353964627801907
119512,"Cornerstone Medical Associates, Inc.",Cornerstone Total Return Fund Inc.,0.9352402920859664
113236,Oxford Financial Services inc,Oxford Industries Inc.,0.9352297583565635
120145,Arrow Electrical Contractors,Arrow Electronics Inc,0.9352289402368587
115526,American Mortgage Service LLC,American Mortgage Acceptance Co,0.9351555770180172
118005,Access Communications and H Toji and Company,Access National Corp,0.9350865707189521
107310,Electronic Tax Administration Advisory Committee,Electronic Data Systems Corp,0.935071230328613
105674,Florida International University,Florida Public Utilities Co,0.9350559558564174
122473,First Centennial Title Company of Nevada,First Nickel Inc,0.9350449098981504
117062,"Independent Container Line, Ltd.",Independent Bank Corp,0.9350281662721226
115529,American Mortgage Service,American Mortgage Acceptance Co,0.9349984434153806
124071,Warren Regional Chamber,Warren Resources Inc,0.9349434641050355
112392,Connecticut Regional School District 15,Connecticut Light & Power Co,0.9348854610372416
123188,Summit Mortgage Corp.,Summit State Bank,0.9348773189748302
119461,Phoenix Clinic,Phoenix Footwear Group Inc.,0.9348452277434595
101300,New Jersey Natural Gas,New Jersey Resources Corp,0.93481639340367
110966,California Academy of Family Physicians,California First National Bancorp,0.9348094516695379
100953,Consumer Electronics Association,Consumer Discretionary Select Sector SPDR Fund,0.9347954120861409
111831,Wisconsin Technical College System,Wisconsin Power & Light,0.9347107107800086
115300,Federal Aviation Administration,Federal Trust Corp,0.9346725515589495
120547,"PacRim Coal, LP",Pacrim International Capital Inc,0.9346558368431318
105793,"Forest City Tree Protection Co., INc.",Forest City Realty Trust Inc,0.9346104640457167
105082,Virginia Credit Union,Virginia Electric & Power Co,0.9346061887682927
100321,New York Civil Liberties Union,New York Life Insurance Co,0.9345653936532652
4016,Florida Fruit & Vegetable Association,Florida Gaming Corp,0.9345459606379413
114085,Park Ranch Cattle Company,Park Bancorp Inc,0.934508255463027
115740,First Mortgage Source,First Trust Tax-Advantaged Preferred Income Fund,0.9344906647784201
107495,Western Oklahoma Electrical JATC,Western Copper and Gold Corp,0.9344780831469334
117820,Western States Land Commissioners Association,Western Asset Global Partners Income Fund Inc,0.9344512612674449
111377,Pacific Coast Mortgage,Pacific CMA Inc,0.934448389194767
114173,Community South Bank,Community Capital Corp,0.9343420522367303
120362,"Alexander & Baldwin, Inc.",Alexander's Inc.,0.9343192013721081
118490,Golden Gate University School of Law,Golden Enterprises Inc,0.9343089732818137
100274,Pennsylvania Center for Dairy Excellence and Pennsylvania Center for Beef Excellence,Pennsylvania Electric Co,0.9343072707022478
111349,Washington Toxics Coaltion,Washington Banking Co,0.9342944086951813
