string0,string1
Association & Society Insurance Corp,ASSOCIATION & SOCIETY INSURANCE CORPORATION
Illinois Hospital Assn,ILLINOIS HOSPITAL ASSN
TSI Home Phone Service,TSI
Gen2 LLC,"Gen2, LLC"
Redevelopment Cmsn/City of Greenwood,"Redevelopment Commission of the City of Greenwood, Indiana"
Charro Operating,Charro Operating LLC
"Edwards, John C",JOHN C. EDWARDS
Winston & Strawn,Government of the U.S. Virgin Islands
"Hurt, Norton & Assoc",HURT NORTON & ASSOC
Health Alliance,HEALTH ALLIANCE
International Eurasian Inst/Econ/Political Rsrch,INTL EURASIAN INSTITUTE FOR ECONOMIC & POLITICAL RESEARCH
"Cunningham, Bounds et al",CUNNINGHAM BOUNDS LLC
Franklin Institute,FRANKLIN INST
Community Home Health Ageny Inc,COMMUNITY HOME HEALTH AGENCY
Forest Service Employees for Env Ethics,FOREST SERVICE EMPLOYEES FOR ENVIRONMENTAL ETHICS
OSI Systems,OSI SYSTEMS INC
Williams Advanced Materials,WILLIAMS ADVANCED MATERIALS INC
Day Kimball Healthcare,"Day Kimball Healthcare, Inc."
WR Consulting,WR CONSULTING LLC
Fort Worth Chamber of Commerce,FORT WORTH CHAMBER OF COMMERCE
Viesel Fuel,Viesel Fuel LLC
Dell Computer,DELL INC
Aleutian Pribilof Islands Assn,ALEUTIAN PRIBILOF ISLANDS COMMUNITY DEVELOPMENT ASSN
Fowler Communications,"Fowler Communications, Inc"
"Lunnie, Francis M Jr","LUNNIE, FRANCIS M. JR."
Intermountain Forest Assn,INTERMOUNTAIN FOREST ASSOCIATION
Univ of Southern CA/Dept of Surgery,UNIV OF SOUTHERN CA DEPT OF SURGERY
Expanets Inc,EXPANETS INC
Agri Beef,AGRI BEEF
CA Financial Development Corp,CA FINANCIAL DEVELOPMENT CORP
NYS Coalition of PHSPs,COALITION OF NYS PUBLIC HEALTH PLANS
Hanson Building Materials America,HANSON BUILDING MATERIALS AMERICA
Hanna Perkins Ctr for Child Development,Hanna Perkins Center for Child Development
CSFBDirect Inc,CSFBDIRECT INC
Americans/Humanitarian Trade With Cuba,AMERICANS FOR HUMANITARIAN TRADE WITH CUBA
BBA Group,BBA GROUP
DLR-German Aerospace Center,DLR-National Aeronautics and Space Research Center of Germany
"City of Fort Worth, TX",The City of Fort Worth
National Council for Behavioral Health,NATIONAL COUNCIL FOR BEHAVIORAL HEALTH
HNTB Rail & Transit Service Group,HNTB CORP - RAIL & TRANSIT SERVICE GROUP
Andrulis Corp,ANDRULIS CORPORATION
Ernest Health,"ERNEST HEALTH, INC"
Independent Pilots Assn,INDEPENDENT PILOTS ASSN
Ergon Inc,"ERGON, INC"
Jenkins Hill Consulting,JENKINS HILL GROUP
Ingersoll-Rand,Ingersoll-Rand Company
Tecore Networks,Tecore
Lee County Board of Commissioners,LEE CO BOARD OF COMMISSIONERS
Rubber Manufacturers Assn,RUBBER MANUFACTURERS ASSOCIATIONS
Coalition Of Converters/Decorative Fabri,COALITION OF CONVERTERS OF DECORATIVE FABRICS
"City of Solana Beach, CA",CITY OF SOLANA BEACH CALIFORNIA
Entrust Datacard,ENTRUST TECHNOLOGIES
Le Torneau of Peru,LE TOURNEAU OF PERU
MWR Strategies,"MWR Strategies, Inc."
Classic Optical Laboratories,CLASSIC OPTICAL LABRATORIES INC
GenCorp Inc,GENCORP INC
Zero Point Frontiers,ZERO POINT FRONTIERS CORPORATION
JCB Inc,"JCB, Inc."
Capitol Consulting Group Illinois,CAPITOL CONSULTING GROUP ILLINOIS
ANHAM FZCO,Anham Fzco LLC
CanAm Enterprises,"CanAm Enterprises, LLC"
Oerlikon Aerospace,OERLIKON AEROSPACE
Mattoon & Assoc,"Mattoon & Associates, LLC"
Indiana Hospital Assn,Indiana Hospital Association
Coastal Enterprises of Jacksonville,"COASTAL ENTERPRISES OF JACKSONVILLE, INC."
Hopkins & Assoc Consulting,"Hopkins and Associates Consulting, LLC"
K Line America,K LINE AMERICA
Business Executives for Natl Security,BUSINESS EXECUTIVES FOR NATL SECURITY
Topeka Chamber of Commerce,TOPEKA KANSAS CHAMBER OF COMMERCE
Assn of Communications Enterprises,ASSN OF COMMUNICATIONS ENTERPRISES
Countrywide Financial,COUNTRYWIDE FINANCIAL CORP
"Wickert, William E Jr","WICKERT, WILLIAM E. JR"
Boys & Girls Clubs/Greater Kansas City,BOYS & GIRLS CLUB OF GREATER KANSAS CITY
Principal Air Services,PRINCIPAL AIR SERVICES
Heartland Partnership,HEARTLAND PARTNERSHIP THE
Corn Refiners Assn,CORN REFINERS ASSN
Prepared Response Inc,"PREPARED RESPONSE, INC"
"Aguirre, Fernando",Fernando Aguirre
Solyndra Inc,"Solyndra, Inc."
Ironclad,IRON CLAD
KeyCorp,KEYBANK
JBC International,JBC INTL
Paradigm Systems Consulting,PARADIGM SYSTEMS CONSULTING
Marriott International,MARRIOTT INTL
Academy Advisors,The Academy Advisors
Community Home Lenders Assn,Community Home Lenders Association
CF Sauer Co,C.F. Sauer Company
Security Cos Organized for Legislative Action,SECURITY COMPANIES ORGANIZED FOR LEGISLATIVE ACTION
General Communication Inc,"GENERAL COMMUNICATION, INC."
SNP Inc,SNP Inc.
Trump Organization,TRUMP ORGANIZATION
Michael J Fox Foundation For Parkinson's Research,The Michael J. Fox Foundation For Parkinson's Research
Susan B Anthony List,Susan B. Anthony List
Portable Power Equipment Mfrs Assn,PORTABLE POWER EQUIPMENT MANUFACTURERS ASSN
Washington Sports & Entertainment,WASHINGTON SPORTS & ENTERTAINMENT
Deere & Co,Deere & Company
DARE America,D.A.R.E. America
Saga Communications,SAGA COMMUNICATIONS INC
Equipment Leasing Assn of America,EQUIPMENT LEASING & FINANCE ASSN
Chlorine Chemistry Council,CHLORINE CHEMISTRY COUNCIL OF THE CHEMICAL MNFCTRS
American Retail Stores PAC,American Retail Stores Political Action Committee
ResMed Inc,"ResMed, Inc."
Ports America Inc,"Ports America, Inc."
National Assn of Settlement Purchasers,National Association of Settlement Purchasers
Boise Inc,BOISE INC
Timmons Consulting,Timmons Consulting LLC
Solutions Group,SOLUTIONS GROUP
"Jefferson County, CO",Jefferson County
Legacy Health System,Legacy Health
Louisiana Credit Union League,LOUISIANA CREDIT UNION LEAGUE
ArvinMeritor Inc,MERITOR INC
"Olaerts, Nick",NICK OLAERTS
Ho-Chunk Inc,"Ho-Chunk, Inc."
International Isotopes,"International Isotopes, Inc."
Integral Systems Inc,"Integral Systems, Inc"
Stanley Assoc,"STANLEY ASSOC, INC"
Consortium of State Maritime Academies,CONSORTIUM OF STATE MARITIME ACADEMIES
Aurelius Capital Management,Aurelius Capital Management LP
Texas Assn of Business,Texas Association of Business
CoAspire LLC,"CoAspire, LLC"
Automated Document Conversion Systems,AUTOMATED DOCUMENT CONVERSION SYSTEMS
Ex-Students Assn,EX-STUDENTS ASSN
Weirton Steel,WEIRTON STEEL CORP
National Agricultural Aviation Assn,NATL AGRICULTURE AVIATION ASSN
Old West Management Co,Old West Management Company
National Cattlemen's Beef Assn,National Cattlemen's Beef Association
Center for Biological Diversity,CENTER FOR BIOLOGICAL DIVERSITY
Spacehab Inc,SPACEHAB
Livingston Group,THE LIVINGSTON GROUP
Natl Spritual Assmbly of Baha'is of US,NATL SPIRITUAL ASSEMBLY OF THE BAHAIS OF THE U
Valve & Pump Coalition,Valve and Pump Coalition
APL Ltd,APL LIMITED
National Star Route Mail Contractors Assn,NATL STAR ROUTE MAIL CONTRACTORS ASSN
Arcapita Inc,ARCAPITA INC
Cavanaugh Services Group,CAVANAUGH SERVICES GROUP
US Marshals Museum Foundation,"US Marshals Museum Foundation, Inc"
ABT Assoc,"Abt Associates, Inc."
Forest County Potawatomi Community,FOREST COUNTY POTAWATOMI
"City & County of San Francisco, CA",CITY & COUNTY OF SAN FRANCISCO
Stilwell Financial,STILLWELL FINANCIAL INC
American Indian Higher Educ Consortium,American Indian Higher Education Consortium
Billy Van Pelt Consulting,Billy Van Pelt Consulting-Government Relations
Harbor Philadelphia Center City Office,HARBOR PHILADELPHIA CENTER CITY OFFICE
Egan-Jones Ratings Co,EGAN-JONES RATING CO
American Academy of Child & Adolescent Psychiatry,American Association of Child & Adolescent Psychiatry
Hamm Consulting Group,"The Hamm Consulting Group, LLC"
MacAndrews & Forbes,MACANDREWS & FORBES HOLDINGS
Langford Group,"Langford Group, LLC"
Printing Industries of America,PRINTING INDUSTRIES OF AMERICA INC
Archinoetics Llc,ARCHINOETICS LLC
"Boys & Girls Club of Brownsville, TX","BOYS & GIRLS CLUBS OF BROWNSVILLE, INC."
National Assn for Biomedical Research,NATIONAL ASSN FOR BIOMEDICAL RESEARCH
Munger Companies,The Munger Companies
Ewiiaapaayp Tribe of California,EWIIAAPAAYP TRIBE OF CA
"Decker, Garman et al","Decker Garman Sullivan and Associates, LLC"
Icahn Assoc,Icahn Associates LLC
Bavarian Nordic,"Bavarian Nordic Washington DC, Inc"
Hiwassee College,HIWASSEE COLLEGE
Computer Systems Policy Project,TECHNOLOGY CEO COUNCIL
Dun & Bradstreet,"Dun and Bradstreet, Inc."
Orion Healthcare Technology,ORION HEALTHCARE TECHNOLOGY INC
Dycora,Dycora Transitional Health & Living
GE Transportation Global Signaling,G.E. GLOBAL SIGNALING
Nike Inc,"NIKE, Inc."
MGM Resorts International,MGM RESORTS
St Patrick Hospital & Health Sci Ctr,ST. PATRICK HOSPITAL & HEALTH SCIENCE CENTER
Molycorp Minerals,"Molycorp, Inc."
Talon Assoc,TALON ASSOC
Fair FARA Coalition,FAIR FARA COALITION
Comite de Paltas de Chile,Comite de Palta Hass de Chile
GEA Farm Technologies,"GEA Farm Technologies, INC."
Teijin Holdings USA,Teijin Holdings USA Inc.
Air Transport Assn of America,AIR TRANSPORT ASSOCIATION OF AMERICA
Beirut Bombing Victims,DAMMARELL ANNE ET AL BEIRUT BOMBING VICTIMS
Frontier Communications,Frontier Communications Corporation
CJR Group,Cjr Group
Wildlands,"WILDLANDS, INC."
David E Schaffer Assoc,"SCHAFFER ASSOC, DAVID E"
Quadrant,QUADRANT HOLDINGS
Florida Sugar Cane League,FLORIDA SUGAR CANE LEAGUE
GE Mortgage Insurance,GE MORTGAGE COMPANY
PNC Bank Corp,PNC BANK
Albertine Enterprises,ALBERTINE ENTERPRISES
Magnetic Automation,MAGNETIC AUTOMATION CORPORATION
Hawker Britton,HAWKER BRITTON
Texas Medical Assn,Texas Medical Association
Appleton Papers,APPLETON PAPERS INC
Hyperdynamics Corp,HYPERDYNAMICS CORPORATION
American Water Works Co,American Water
"Davis, Polk & Wardwell","Davis, Polk & Wardwell LLP"
Almost Family Inc,Almost Family Inc.
"City of Jeffersonville, IN","CITY OF JEFFERSONVILLE, IN"
"Wilson, Meany & Sullivan",Wilson Meany Sullivan
American Museum of Natural History,AMERICAN MUSEUM OF NATURAL HISTORY
"Ray, Melinda Mercer",Melinda Mercer Ray
HA Cumber & Co,"H.A. Cumber & Company, Inc."
Government of Antigua & Barbuda,Government of Antigua and Barbuda
American Federal Lobbying Firm,AMERICAN FEDERAL LOBBYING FIRM
Avera Motors Inc,RIVIAN AUTOMOTIVE
Lowry Redevelopment Authority,LOWRY REDEVELOPMENT AUTHORITY
"Robertson, Grosswiler & Co",ROBERTSON GROSSWILER & CO
University of Arkansas,UNIV OF ARKANSAS FOUNDATION
National Express Corp,NATIONAL EXPRESS LLC
Cigar Assn of America,"Cigar Association of America, Inc."
HBM-nCode Products,"OpsWatch, LLC obo HBM-nCode Federal, LLC"
Deloitte LLP,DELOITTE & TOUCHE USA LLP
Homestretch Inc,HOMESTRETCH INC
Sabrewing Aircraft,"Sabrewing Aircraft Company, Inc."
William J Tobin & Assoc,"TOBIN & ASSOC, WILLIAM J."
Ova Noss Family Partnership,OVA NOSS FAMILY PARTNERSHIP
Molycorp Minerals,Molycorp Inc.
Ultra Electronics Flightline Systems,ULTRA ELECTRONICS - FLIGHTLINE SYSTEMS
Washington Post Co,WASHINGTON POST COMPANY
Kni Inc,"KNI, INC"
Steven C Witkoff,Steven C. Witkoff
"Levin, Powers & Brennan","LEVIN POWERS & BRENNAN, LLC"
B&B Medical Services,"B&B Medical Services, Inc"
National Assn for Medical Equipment Services,NATL ASSN FOR MEDICAL EQUIPMENT SERVICES
National Paint & Coatings Assn,NATL PAINT & COATINGS ASSN
Information Technology & Applications Co,INFORMATION TECHNOLOGY & APPLICATIONS CORP
Law Offices of Kevin G Curtin,LAW OFFICES OF KEVIN G. CURTIN
Apple Inc,APPLE INC.
California Dairy Cltn/Cncrnd Enrgy Cnsmr,CALIFORNIA DAIRY COALITION OF CONCERNED ENERGY CONSUMERS
Carnival Corp,CARNIVAL CORP & PCL
BRAC Global Automotive,BRAC GLOBAL
Museum for African Art,MUSEUM FOR AFRICAN ART
Oregon State University,OREGON STATE UNIVERSITY
4D Security Solutions,4-D SECURITY SOLUTIONS INC
National Leased Housing Assn,NATL LEASED HOUSING ASSN
CEMEX Inc,CEMEX S.A. DE C.V.
VHA Inc,"VHA, Inc."
Arkansas Dept of Education,ARKANSAS DEPARTMENT OF EDUCATION
North American Meat Assn,National Meat Association
"City of Virginia Beach, VA",CITY OF VIRGINIA BEACH
"Municipality of Ponce, PR",MUNICIPALITY OF PONCE
"Campbell, Jan","CAMPBELL, JAN"
Society/Corp Secretaries/Governance Prof,Society of Corporate Secretaries and Governance Professionals
Promontory Interfinancial Network,"PROMONTORY INTERFINANCIAL NETWORK, LLC"
Pharmaceutical Printed Literature Assn,PPLA
NatSource LLC,"Natsource, LLC"
United Bank of Philadelphia,UNITED BANK OF PHILADELPHIA
Porsche AG,DR ING H C F PORSCHE AG
Nola Mar,NOLA MAR INC
Onyx Optics,ONYX OPTICS INC
Wfi Government Services,"WFI GOVERNMENT SERVICES, INC."
Cycorp Inc,CYCORP
Pfizer Inc,"PFIZER, INC"
Negro Leagues Baseball Museum,NEGRO LEAGUE BASEBALL MUSEUM
Northwest Woodland Owners Council,NORTHWEST WOODLAND OWNERS COUNCIL
Delex Systems,DELEX SYSTEMS
Novozymes North America,NOVOZYMES NORTH AMERICA INC
Texas General Land Office,TEXAS GENERAL LAND OFFICE
Guardian Net,GUARDIAN NET
WCI Steel,WCI STEEL
Fortis Inc,JOHN ALDEN LIFE INSURANCE CO
Dellums & Assoc,DELLUMS & ASSOC LLC
Rutherford Hospital,RUTHERFORD HOSPITAL
XM Satellite Radio,XM SATELLITE RADIO HOLDINGS
Savannah River Site Community Reuse Org,Savannah River Site Community Reuse Organization
Davidson Technologies,"Davidson Technologies, Inc"
Centerra Group,CENTERRA GROUP INC
Stand Up for Steel,STAND UP FOR STEEL
Heartland Health,HEARTLAND HEALTH
Lawton Ft Sill Chamber of Commerce & Ind,Lawton Fort Sill Chamber of Commerce
Shandwick Public Affairs,SHANDWICK PUBLIC AFFAIRS
American Lands Access Assn,AMERICAN LANDS ACCESS ASSN
National Electrical Manufacturers Assn,NATL ELECTRICAL MANUFACTURERS ASSN
Jacques & Assoc,"Jacques & Associates, Inc."
"Adderton, Peter",Peter Adderton
Schoolwires Inc,"Schoolwires, Inc."
International Interactive Alliance,INTL INTERACTIVE ALLIANCE
Kapiolani Medical Center,KAPIOLANI MEDICAL CENTER
Hugh McGillicuddy Assoc,HUGH MCGILLICUDDY
Hubbell Inc,HUBBELL
Aristech Chemical Corp,ARISTECH CHEMICAL CORP
Mutual Life Insurance of New York,MUTUAL LIFE INSURANCE CO OF NEW YORK
SpartaMatrix Inc,"SpartaMatrix, Inc."
Bastyr University,BASTYR UNIV
Pennsylvania State Cancer Institute,PENN STATE CANCER INSTITUTE
AgLogic Chemical,"AgLogic Chemical, LLC"
Energy Absorption Systems,ENERGY ABSORPTION INC
Natl Assn of States United for Aging/Disabilities,National Association of Area Agencies on Aging
American Congress of Community Supports,ACCSES
McDonald & Harden,MCDONALD & HARDEN
CIBT Inc,"CIBT, INC"
Failsafe Air Safety Systems,FAILSAFE AIR SAFETY SYSTEMS CORP
Veridian Information Solutions,VERIDIAN INFORMATION SOLUTIONS
Dutko Worldwide,Dutko Worldwide LLC
Soil Safe,SOIL SAFE
GFI Group,"GFI Group, Inc."
Pokagon Tribe,POKAGON TRIBE
"Foley, Moldonado & O'Toole",FOLEY MALDONADO & OTOOLE
Coalition for Fair & Accurate Rebates,Coalition For Fair and Accurate Rebates
EDS Corp,ELECTRONIC DATA SYSTEMS
Intl Academy of Compounding Pharmacists,The International Academy of Compounding Pharmacists
Blue Water Fishermens Assn,BLUE WATER FISHERMEN'S ASSOCIATION
Detroit Housing Commission,DETROIT HOUSING COMMISSION
Dillon Corporate Services,"DILLON CORPORATE SERVICES, INC"
Midwest Emergency Dept Services,Midwest Emergency Department Services
Hagan Properties,HAGAN PROPERTIES
Demosthenes LLC,DEMOSTHENES
Children's Medical Center of Dayton,CHILDRENS MEDICAL CENTER OF DAYTON
Chatham Area Transit Authority,Chatham Area Transit
National Ocean Industries Assn,National Ocean Industries Association
Las Vegas Performing Arts Center Fdtn,LAS VEGAS PERFORMING ARTS CENTER FOUNDATION INC
Johnson Controls/Energy,JOHNSON CONTROLS
ITM Marketing,ITM MARKETING INC
American Quarter Horse Assn,American Quarter Horse Association
SB Health Policy Consulting,SB Health Policy Consulting LLC
Delta Dental Plans Assn,DELTA DENTAL FEDERAL SERVICE
Open Space Institute,"Open Space Institute, Inc."
"Garvey, Schubert & Barer",Garvey Schubert Barer
GDF Suez Energy North America,SUEZ ENERGY NORTH AMERICA
Advanced Career Technologies,"Advanced Career Technologies, Inc."
Isonics Corp,ISONICS CORP
Kensho,Kensho Technologies Inc.
Alliance/Advancing Nonprofit Health Care,ALLIANCE FOR ADVANCING NONPROFIT HEALTH CARE
Nintendo of America,NINTENDO OF AMERICA
National Creditors Bar Assn,National Creditors Bar Association
"Vorys, Sater et al","VORYS, SATER, SEYMOUR AND PEASE LLP"
North East Independent School District,NORTH EAST INDEPENDENT SCHOOL DISTRICT
Northwind Strategies,NORTHWIND STRATEGIERS
NCO Group,NCO GROUP
Fort Sill Apache Tribe of Oklahoma,Apache Tribe Oklahoma
Natl Migrant & Seasonal Head Start Assn,NATL MIGRANT HEAD START ASSN
Argentine Beef Promotion Institute,IPCVA
"City of Kannapolis, NC",CITY OF KANNAPOLIS NC
Millenium Technologies,MILLENNIUM TECHNOLOGIES
Texas Cattle Feeders Assn,TEXAS CATTLE FEEDERS ASSN
"City of Alhambra, CA",BURKE WILLIAMS & SORENSEN LLP - CITY OF ALHAMBRA
Los Angeles Convention & Visitors Bureau,LA INC
National Alliance for the Mentally Ill,NATL ALLIANCE ON MENTAL ILLNESS
US Chamber of Commerce/Panacamara,Amer Chamber of Comm & Camara de Comercio Industrias y Agricultura de Panama
Gulfstream Aircraft,GULFSTREAM AIRCRAFT
Brotherhood of Locomotive Engineers,BROTHERHOOD OF LOCOMOTIVE ENGINEERS
NASDAQ OMX Group,"NASDAQ OMX Group, Inc."
KGL Investment Co,KGL Investment Company KSCC
Electric Motor Vehicles,"Electric Motor Vehicles, LLC"
Xantus Corp,XANTUS CORP
Centerpoint Manufacturing,"Centerpoint Manufacturing, Inc."
Caritas St Elizabeth's Medical Center,ST ELIZABETHS MEDICAL CENTER
American Council of Independent Labs,American Council of Independent Laboratories
AirLaunch Llc,AirLaunch
March of Dimes Birth Defects Foundation,March of Dimes Foundation
UnidosUS,NATIONAL COUNCIL OF LA RAZA
Association of Pool & Spa Professionals,THE ASSOCIATION OF POOL & SPA PROFESSIONALS
Kilpatrick Stockton LLP,KILPATRICK STOCKTON
"Unified Govt of Kansas City & Wyandotte County, KS",UNIFIED GOVERNMENT OF KANSAS CITY KANSAS WYANDOTTE COUNTY
Durango & Silverton Narrow Gauge RR,DURANGO & SILVERTON NARROW GAUGE RAILROAD
Coalition Against Bigger Trucks,COALITION AGAINST BIGGER TRUCKS
Klondex Holdings,Klondex Holdings Inc.
Garfield County,"GARFIELD COUNTY, UT"
AAR Corp,AAR Corporation
Attorneys Liability Protection Soc Corp,Attorneys Liability Protection Society Corporation
Electrastor,ELECTRASTOR
Interface Inc,INTERFACE INCORPORATED
Madison Square Garden,"MSG Sports & Entertainment, LLC"
Pugent Sound Energy,PUGENT SOUND ENERGY
ChoicePoint Inc,CHOICEPOINT INC.
Federal Signal Corp,Federal Signal
Providence Health & Services,Providence Health System
Lew-Mark Baking Co,LEW-MARK BAKING CO
International Derivatives Clearing Group,International Derivatives Clearing Group LLC
CDM Smith Inc,"CDM Smith, Inc."
Comter Systems,COMTER SYSTEMS
Broadcom Inc,Broadcom
Lafayette Airport Commission,LAFAYETTE AIRPORT COMMISSION
SunTrust Banks,SUNTRUST BANK
Maryland Automobile Insurance Fund,MARYLAND AUTOMOBILE INSURANCE FUND
"Akerman, Senterfitt & Eidson",Akerman LLP
Recurrent Energy,"Recurrent Energy, LLC"
US Sportsmen's Alliance,U S SPORTSMAN ALLIANCE
National Oilheat Research Alliance,NATIONAL ASSOCIATION FOR OILHEAT RESEARCH AND EDUCATION
Jordan Cove Energy Project,Jordan Cove Energy Project LP
Creative Assoc International,Creative Associates International
Educational Testing Service,EDUCATIONAL TESTING SERVICES
Grant Consulting Group,GRANT CONSULTING GROUP LLC
Muscogee Creek Nation Gaming Operations,Muskogee Creek Nation
Poarch Band of Creek Indians,Poarch Creek Indians
DefenseCS Inc,DEFENSECS
Cold Spring Granite,COLD SPRING GRANITE CO
Shipowners Insurance & Guaranty Co,The Shipowners Insurance and Guaranty Company Ltd
Soos River Water & Sewer District,Soos Creek Water and Sewer District
Biota Holdings,"Biota Holdings, Ltd."
Natl Coalition of Minority Businesses,NATL COALITION OF MINORITY BUSINESSES
National Knitwear & Sportswear Assn,NATL KNITWEAR & SPORTSWEAR ASSN
Twin City Fan Companies,Twin City Fan Companies Limited
Rick Swartz & Assoc,RICK SWARTZ & ASSOCIATES
"Cooper, Ronald",Ronald Cooper
Tunica-Biloxi Tribe of Louisiana,TUNICA-BILOXI INDIANS OF LOUISIANA
"City of Lufkin, TX","CITY OF LUFKIN, CITY MANAGER - C.G. MACLIN"
Capstone Financial Group,"Capstone Financial Group, Inc."
Anheuser-Busch,ANHEUSER-BUSCH COS
Los Angeles County Economic Development,LOS ANGELES COUNTY ECONOMIC DEVELOPMENT CORP
Vista Engineering Technologies LLC,"Vista Engineering Technologies, LLC"
